oa_code,All people,No condition,One or more conditions,Deafness or partial hearing loss,Blindness or partial sight loss,Learning disability,Learning difficulty,Developmental disorder,Physical disability,Mental health condition,Other condition
S00089469,114,103,11,0,0,0,3,0,0,2,7
S00089470,72,63,9,2,2,0,2,0,1,3,4
S00089471,73,60,13,0,0,0,3,1,1,1,10
S00089472,83,54,29,4,1,0,5,1,7,7,18
S00089473,94,68,26,2,1,0,2,0,4,5,17
S00089474,129,98,31,2,4,1,7,0,10,9,16
S00089475,70,57,13,2,1,0,3,2,1,1,7
S00089476,59,43,16,2,2,0,2,0,2,1,11
S00089477,104,86,18,2,1,1,6,0,5,1,10
S00089478,100,78,22,5,3,1,5,1,2,3,9
S00089479,71,60,11,0,0,0,2,0,3,2,10
S00089480,68,57,11,2,0,0,2,0,1,1,7
S00089481,123,113,10,2,0,0,1,1,1,2,3
S00089482,72,53,19,1,1,0,0,0,3,7,12
S00089483,87,71,16,3,2,1,3,2,3,3,8
S00089484,109,55,54,12,5,2,3,1,18,13,38
S00089485,68,60,8,1,1,0,0,0,1,0,5
S00089486,101,39,62,17,10,0,2,0,24,6,36
S00089487,80,42,38,11,6,1,1,0,11,5,24
S00089488,122,85,37,12,1,0,5,1,7,3,19
S00089489,131,113,18,0,0,0,2,0,1,5,10
S00089490,250,210,40,5,3,1,11,2,5,6,20
S00089491,109,89,20,5,1,0,2,0,3,4,10
S00089492,71,40,31,4,4,1,4,0,12,8,15
S00089493,74,53,21,5,3,1,0,0,4,2,15
S00089494,74,25,49,10,2,0,1,0,22,5,34
S00089495,69,46,23,10,4,1,0,0,8,6,15
S00089496,68,37,31,5,3,0,1,0,15,8,20
S00089497,213,166,47,6,4,1,14,2,2,7,22
S00089498,124,93,31,3,1,3,5,2,8,13,14
S00089499,71,53,18,2,3,0,2,0,5,1,14
S00089500,91,65,26,5,1,0,4,1,7,5,15
S00089501,146,110,36,5,1,1,3,0,8,13,16
S00089502,135,95,40,6,5,3,7,1,13,14,19
S00089503,62,10,52,16,7,0,1,0,16,6,34
S00089504,59,10,49,17,10,1,2,0,19,6,31
S00089505,64,24,40,12,4,0,2,0,17,6,19
S00089506,88,60,28,3,2,0,4,0,6,7,18
S00089507,93,68,25,6,2,1,2,0,2,5,17
S00089508,107,74,33,6,2,0,2,0,11,5,19
S00089509,51,40,11,2,0,0,3,0,3,5,4
S00089510,128,94,34,2,1,0,3,0,7,7,20
S00089511,88,63,25,3,1,0,4,1,8,5,14
S00089512,58,39,19,4,2,0,2,0,3,5,8
S00089513,126,95,31,2,1,0,1,1,9,8,21
S00089514,103,68,35,2,3,0,2,2,5,8,26
S00089515,268,229,39,7,1,7,10,1,6,6,16
S00089516,107,66,41,3,4,1,6,0,6,12,28
S00089517,73,43,30,10,3,0,2,0,14,10,18
S00089518,171,105,66,11,4,0,5,1,18,13,46
S00089519,118,71,47,19,4,1,2,1,11,5,25
S00089520,91,62,29,8,2,0,0,1,5,3,16
S00089521,131,81,50,15,7,0,4,1,6,9,23
S00089522,116,90,26,7,3,0,0,0,5,3,15
S00089523,101,67,34,6,1,1,1,2,7,3,21
S00089524,99,60,39,11,2,0,0,0,11,5,30
S00089525,78,43,35,14,4,1,2,0,4,2,21
S00089526,109,47,62,21,10,1,0,0,25,4,37
S00089527,107,37,70,29,11,0,2,0,22,6,42
S00089528,91,51,40,9,8,0,4,1,7,8,22
S00089529,118,76,42,17,2,2,2,0,16,9,27
S00089530,67,53,14,4,2,0,0,0,2,1,7
S00089531,82,51,31,1,1,0,2,0,5,6,26
S00089532,110,75,35,8,1,0,2,0,5,6,19
S00089533,79,54,25,4,2,0,2,0,4,2,16
S00089534,120,73,47,10,5,0,6,0,7,5,22
S00089535,86,61,25,5,3,0,1,0,7,4,14
S00089536,114,71,43,7,1,1,3,1,11,9,26
S00089537,76,49,27,8,4,0,3,2,5,6,14
S00089538,88,51,37,7,2,1,2,0,13,6,20
S00089539,79,48,31,0,1,2,3,1,6,9,17
S00089540,97,68,29,7,0,0,1,2,4,5,18
S00089541,96,68,28,7,1,0,2,1,6,7,17
S00089542,124,110,14,0,0,0,0,1,1,4,8
S00089543,80,43,37,6,2,1,3,1,7,17,18
S00089544,102,77,25,5,3,1,7,1,2,4,16
S00089545,62,14,48,19,6,1,3,1,20,3,32
S00089546,107,85,22,2,2,1,2,0,2,2,16
S00089547,143,94,49,8,1,0,1,1,14,14,32
S00089548,161,117,44,4,2,1,5,0,3,13,27
S00089549,98,69,29,7,3,2,1,0,9,11,17
S00089550,101,70,31,5,0,1,3,0,7,6,21
S00089551,76,34,42,18,8,0,1,1,13,6,20
S00089552,77,66,11,1,0,0,0,0,1,0,11
S00089553,101,36,65,9,6,1,2,0,30,45,53
S00089554,69,49,20,4,0,0,2,0,6,3,10
S00089555,141,97,44,11,3,0,2,0,7,5,24
S00089556,80,59,21,2,1,0,4,2,3,2,11
S00089557,138,107,31,2,2,3,6,2,8,14,15
S00089558,125,100,25,5,2,1,5,0,3,5,13
S00089559,154,111,43,5,2,0,2,0,5,1,33
S00089560,78,52,26,7,4,0,2,0,5,2,14
S00089561,101,67,34,7,5,1,2,0,5,3,25
S00089562,111,73,38,14,7,0,2,0,11,5,23
S00089563,76,49,27,4,2,0,1,0,6,3,16
S00089564,98,76,22,4,1,0,3,0,6,3,12
S00089565,147,104,43,8,2,2,5,0,14,9,20
S00089566,140,106,34,6,0,0,3,1,7,3,22
S00089567,174,132,42,5,2,1,3,0,14,12,23
S00089568,177,119,58,9,1,1,8,2,9,13,38
S00089569,111,49,62,11,15,1,2,0,13,9,25
S00089570,137,109,28,4,1,1,7,1,5,6,8
S00089571,150,123,27,3,3,0,3,1,4,3,19
S00089572,76,51,25,6,0,0,1,1,5,2,17
S00089573,103,78,25,7,3,0,2,0,6,6,11
S00089574,80,65,15,2,0,0,4,0,2,6,9
S00089575,72,58,14,4,1,0,0,0,1,1,8
S00089576,126,95,31,8,1,0,0,0,1,0,25
S00089577,89,67,22,2,0,0,3,0,5,8,11
S00089578,109,81,28,4,1,0,6,2,5,8,11
S00089579,88,68,20,2,0,0,2,1,2,10,10
S00089580,109,83,26,0,2,1,4,1,2,8,12
S00089581,89,67,22,1,3,0,4,1,4,2,12
S00089582,120,107,13,2,2,0,0,0,4,6,6
S00089583,134,85,49,5,3,1,5,0,12,7,33
S00089584,66,39,27,9,0,0,1,0,14,4,15
S00089585,131,104,27,1,2,0,5,0,6,4,15
S00089586,108,95,13,1,1,0,1,3,3,5,7
S00089587,69,40,29,5,0,2,3,0,6,8,18
S00089588,88,52,36,7,7,0,0,0,9,0,22
S00089589,87,58,29,8,2,0,2,0,7,4,19
S00089590,107,72,35,7,1,1,1,0,5,4,26
S00089591,120,86,34,4,3,2,4,1,5,4,23
S00089592,95,73,22,3,6,0,2,0,3,8,13
S00089593,120,86,34,8,2,0,3,1,9,8,22
S00089594,82,68,14,2,0,0,1,0,1,4,8
S00089595,143,111,32,3,2,2,5,0,9,5,21
S00089596,100,75,25,7,2,0,2,1,3,4,12
S00089597,128,99,29,5,4,2,3,2,3,6,19
S00089598,58,47,11,0,0,0,2,0,1,2,10
S00089599,130,97,33,4,4,0,4,1,7,12,17
S00089600,53,34,19,3,2,0,2,0,6,7,10
S00089601,71,45,26,4,0,0,5,1,5,5,13
S00089602,123,74,49,13,3,0,8,0,9,8,21
S00089603,91,58,33,9,3,0,3,1,6,7,15
S00089604,75,58,17,1,2,1,1,0,7,9,9
S00089605,139,103,36,5,2,0,2,1,6,13,19
S00089606,125,93,32,5,2,0,4,0,6,5,21
S00089607,148,135,13,1,2,0,3,0,1,2,7
S00089608,61,23,38,11,5,0,2,0,16,3,23
S00089609,105,84,21,1,4,0,3,1,2,4,13
S00089610,134,92,42,7,3,0,1,2,15,11,23
S00089611,85,54,31,6,5,0,3,0,7,10,15
S00089612,93,65,28,2,2,1,2,1,5,5,21
S00089613,62,40,22,5,3,1,1,0,8,1,14
S00089614,175,139,36,3,0,0,5,1,6,9,25
S00089615,122,78,44,8,1,1,6,0,10,4,33
S00089616,125,100,25,8,4,1,1,1,4,10,16
S00089617,156,134,22,5,3,0,2,3,2,6,11
S00089618,118,101,17,1,1,0,2,0,3,10,9
S00089619,132,115,17,1,2,0,2,1,2,4,9
S00089620,153,123,30,5,5,0,1,2,10,7,17
S00089621,51,15,36,15,7,0,0,0,8,2,28
S00089622,84,54,30,10,3,0,3,1,8,4,15
S00089623,104,63,41,12,1,0,1,0,9,5,21
S00089624,75,55,20,3,3,0,2,0,2,1,15
S00089625,112,92,20,6,4,0,0,1,6,0,13
S00089626,157,130,27,3,1,0,9,0,5,2,13
S00089627,70,52,18,2,2,0,6,0,0,6,7
S00089628,112,87,25,3,0,0,4,0,0,9,13
S00089629,169,140,29,2,2,1,8,0,2,5,14
S00089630,107,87,20,3,0,1,0,1,3,8,14
S00089631,115,84,31,1,3,0,8,0,8,6,17
S00089632,111,89,22,3,0,0,2,0,3,5,14
S00089633,409,319,90,10,5,4,24,6,14,15,38
S00089634,105,77,28,9,2,0,1,0,5,2,20
S00089635,60,49,11,1,0,0,2,1,0,3,7
S00089636,124,89,35,10,3,0,3,0,7,3,20
S00089637,60,49,11,1,3,0,3,0,1,1,6
S00089638,101,88,13,2,0,0,4,0,0,1,8
S00089639,94,78,16,2,1,0,2,0,1,4,9
S00089640,122,98,24,3,2,0,3,1,3,4,14
S00089641,61,44,17,2,3,0,5,0,2,4,4
S00089642,68,58,10,2,3,0,2,0,1,5,3
S00089643,132,97,35,7,2,0,6,0,5,8,19
S00089644,181,143,38,6,6,1,4,3,6,11,19
S00089645,160,124,36,3,3,0,3,2,2,9,20
S00089646,131,84,47,12,6,0,1,1,16,9,27
S00089647,148,123,25,1,0,0,14,0,3,3,10
S00089648,66,55,11,0,0,0,2,0,1,1,8
S00089649,107,65,42,8,1,1,6,1,12,9,24
S00089650,134,103,31,3,0,0,9,1,6,6,15
S00089651,400,326,74,11,6,0,18,2,5,6,36
S00089652,145,115,30,3,1,0,9,0,1,5,13
S00089653,114,93,21,1,0,0,5,0,1,4,12
S00089654,103,88,15,1,1,3,3,0,3,2,8
S00089655,84,71,13,3,1,0,1,0,2,1,12
S00089656,85,82,3,0,0,0,0,0,0,1,2
S00089657,73,51,22,3,2,0,3,1,4,0,14
S00089658,121,103,18,3,1,0,3,1,1,4,10
S00089659,218,187,31,5,2,0,5,0,0,3,17
S00089660,129,100,29,2,0,0,6,0,2,9,13
S00089661,126,99,27,1,1,0,3,2,6,8,12
S00089662,95,61,34,3,3,0,7,0,4,6,20
S00089663,117,100,17,1,1,0,1,0,0,6,12
S00089664,68,52,16,4,3,0,2,1,3,3,6
S00089665,102,88,14,1,1,0,2,1,1,1,10
S00089666,90,77,13,0,0,0,7,0,0,3,5
S00089667,60,46,14,2,3,0,1,0,2,5,5
S00089668,89,58,31,6,6,0,1,0,7,9,15
S00089669,134,114,20,3,1,0,2,1,3,6,8
S00089670,74,58,16,1,1,0,4,0,2,2,8
S00089671,316,261,55,1,5,0,16,4,5,8,24
S00089672,116,68,48,8,2,0,2,1,17,11,32
S00089673,100,35,65,23,6,0,1,0,16,7,36
S00089674,138,110,28,3,2,0,5,0,4,7,14
S00089675,136,118,18,3,2,0,8,0,0,1,6
S00089676,70,50,20,5,3,0,2,0,1,5,8
S00089677,120,103,17,1,1,0,2,1,2,7,5
S00089678,69,59,10,0,0,0,0,1,3,2,8
S00089679,138,109,29,7,2,0,2,1,4,4,18
S00089680,118,89,29,1,0,0,4,0,4,12,16
S00089681,145,112,33,6,5,0,6,0,8,2,16
S00089682,64,50,14,0,1,0,3,0,1,4,8
S00089683,78,61,17,4,0,0,4,1,1,3,7
S00089684,77,55,22,5,1,0,3,0,3,3,16
S00089685,120,93,27,4,2,0,4,0,3,8,10
S00089686,63,45,18,3,3,0,4,1,2,4,6
S00089687,80,73,7,1,0,0,0,1,1,0,6
S00089688,99,72,27,6,3,0,4,1,5,2,18
S00089689,58,35,23,7,3,0,2,0,6,3,18
S00089690,151,115,36,9,2,0,0,0,4,5,28
S00089691,135,92,43,6,5,0,2,1,8,8,37
S00089692,59,45,14,3,2,1,1,0,2,1,9
S00089693,65,52,13,5,2,0,0,0,1,0,9
S00089694,116,108,8,0,0,0,0,1,0,1,6
S00089695,118,103,15,3,0,0,1,0,1,0,12
S00089696,138,119,19,3,0,0,2,0,1,6,12
S00089697,86,75,11,3,1,0,1,0,3,1,7
S00089698,103,77,26,4,0,0,3,0,1,1,20
S00089699,74,64,10,4,0,0,0,0,3,2,7
S00089700,120,98,22,5,1,0,0,0,2,4,14
S00089701,85,67,18,3,2,0,2,0,3,1,12
S00089702,73,60,13,0,0,0,3,0,0,0,11
S00089703,145,111,34,14,3,0,1,0,8,0,24
S00089704,115,95,20,7,2,0,1,0,4,0,14
S00089705,112,89,23,5,1,1,1,0,5,7,12
S00089706,136,110,26,5,1,0,0,0,2,1,21
S00089707,97,36,61,4,7,4,7,4,41,5,36
S00089708,57,38,19,4,2,0,0,0,7,2,12
S00089709,93,71,22,9,2,0,1,0,3,1,13
S00089710,132,75,57,15,3,0,3,0,15,5,36
S00089711,139,98,41,15,4,0,1,0,8,4,29
S00089712,113,89,24,8,2,0,1,0,2,1,15
S00089713,105,70,35,9,4,0,0,0,7,4,21
S00089714,154,130,24,3,1,0,1,0,4,2,18
S00089715,103,81,22,7,3,0,1,1,1,0,13
S00089716,128,31,97,41,18,0,1,0,45,23,38
S00089717,128,89,39,14,5,0,1,1,5,1,27
S00089718,168,138,30,4,4,0,0,1,3,2,22
S00089719,189,145,44,9,0,0,3,1,5,4,32
S00089720,167,140,27,5,3,0,4,0,2,2,21
S00089721,179,156,23,10,2,0,0,0,0,2,16
S00089722,95,75,20,5,0,0,1,0,3,1,15
S00089723,58,52,6,3,2,0,0,0,1,0,3
S00089724,86,70,16,6,1,0,0,0,2,2,9
S00089725,96,77,19,2,0,1,0,0,1,3,13
S00089726,121,97,24,8,3,0,1,0,5,5,18
S00089727,100,80,20,6,0,0,0,0,2,4,14
S00089728,92,72,20,5,2,0,0,0,5,0,15
S00089729,148,118,30,4,1,0,3,0,6,2,16
S00089730,78,59,19,3,0,0,1,0,1,5,14
S00089731,113,95,18,4,2,0,0,0,1,2,12
S00089732,158,91,67,23,10,1,1,2,9,4,42
S00089733,100,79,21,4,2,0,0,0,1,5,14
S00089734,94,67,27,5,3,0,4,2,9,3,16
S00089735,75,60,15,1,1,0,2,0,1,4,6
S00089736,84,72,12,1,0,0,3,0,1,2,6
S00089737,86,69,17,3,2,0,1,0,1,3,15
S00089738,71,53,18,7,2,0,1,0,2,1,8
S00089739,91,59,32,8,0,0,0,0,4,7,16
S00089740,124,95,29,4,1,0,0,1,4,1,25
S00089741,109,81,28,8,5,0,1,0,4,0,20
S00089742,172,147,25,10,3,4,6,0,1,1,11
S00089743,164,142,22,6,3,0,0,1,5,2,13
S00089744,81,59,22,5,3,0,0,2,1,2,15
S00089745,130,107,23,7,2,1,3,0,4,1,14
S00089746,121,105,16,2,1,0,3,1,1,0,10
S00089747,100,78,22,9,3,1,0,1,2,0,13
S00089748,115,96,19,2,1,0,2,0,2,3,11
S00089749,62,50,12,5,0,0,2,1,1,0,7
S00089750,103,93,10,1,0,0,0,0,1,2,8
S00089751,110,94,16,4,1,0,3,3,0,1,10
S00089752,108,87,21,5,0,0,0,0,1,2,16
S00089753,136,109,27,4,1,1,0,0,3,1,20
S00089754,124,105,19,0,1,2,6,2,3,2,10
S00089755,65,53,12,2,0,0,0,0,3,0,11
S00089756,77,64,13,4,1,1,1,1,0,4,6
S00089757,122,98,24,3,1,0,2,1,5,5,13
S00089758,112,89,23,11,1,0,1,0,3,0,15
S00089759,172,130,42,11,3,8,0,1,8,7,28
S00089760,80,62,18,4,0,0,4,0,4,1,11
S00089761,59,50,9,1,1,0,1,1,0,1,4
S00089762,119,102,17,7,2,0,2,0,4,3,8
S00089763,108,90,18,4,2,0,1,0,5,0,10
S00089764,131,104,27,4,1,1,2,2,5,2,17
S00089765,141,106,35,7,3,0,1,1,5,2,25
S00089766,104,75,29,6,4,0,4,0,5,11,16
S00089767,64,54,10,0,2,0,1,0,2,0,6
S00089768,62,54,8,1,0,0,3,0,0,1,3
S00089769,57,45,12,1,0,0,2,0,1,0,11
S00089770,102,89,13,2,0,0,4,0,2,1,8
S00089771,94,78,16,3,2,0,2,0,1,2,8
S00089772,93,80,13,4,3,0,1,0,2,2,8
S00089773,108,90,18,3,0,0,2,0,3,6,9
S00089774,82,70,12,0,1,0,2,0,0,4,7
S00089775,73,64,9,2,1,0,3,0,1,1,5
S00089776,94,79,15,2,1,0,1,0,4,0,9
S00089777,91,76,15,1,0,0,3,1,1,2,8
S00089778,139,104,35,8,1,1,4,0,4,11,16
S00089779,92,61,31,10,5,0,3,0,6,7,20
S00089780,70,55,15,3,0,1,0,0,2,6,6
S00089781,89,72,17,0,0,0,2,0,0,6,9
S00089782,71,56,15,0,0,0,4,1,1,5,7
S00089783,79,17,62,24,11,0,2,0,24,3,37
S00089784,59,46,13,2,2,0,2,0,3,5,5
S00089785,153,123,30,3,2,0,3,0,5,8,19
S00089786,102,82,20,0,3,0,2,1,1,3,13
S00089787,81,55,26,4,3,0,5,0,1,8,14
S00089788,68,50,18,1,0,0,1,0,3,5,11
S00089789,115,91,24,1,0,0,4,1,3,2,15
S00089790,282,217,65,9,2,0,12,1,7,14,31
S00089791,66,42,24,5,1,0,1,0,10,4,16
S00089792,73,55,18,3,0,2,5,3,1,4,8
S00089793,77,55,22,3,2,0,2,0,2,6,13
S00089794,71,60,11,3,2,0,0,1,2,4,5
S00089795,152,111,41,7,0,12,3,3,9,8,18
S00089796,121,115,6,2,1,0,0,0,0,1,4
S00089797,90,74,16,2,0,0,2,0,0,6,7
S00089798,97,81,16,0,0,0,2,0,1,3,12
S00089799,141,98,43,10,2,1,1,0,1,8,26
S00089800,107,92,15,4,1,0,5,0,1,1,6
S00089801,83,26,57,14,5,1,1,2,22,16,33
S00089802,182,124,58,9,4,2,6,3,12,6,40
S00089803,83,59,24,10,2,1,0,0,5,3,13
S00089804,124,80,44,9,6,1,1,0,11,3,27
S00089805,73,50,23,6,2,0,1,0,6,6,15
S00089806,113,84,29,11,5,0,1,2,5,7,14
S00089807,81,55,26,6,0,1,2,0,11,3,19
S00089808,82,59,23,5,1,0,2,0,6,2,12
S00089809,92,57,35,3,1,1,5,2,7,12,16
S00089810,66,47,19,4,4,0,1,1,2,1,15
S00089811,77,53,24,2,1,2,4,0,6,2,13
S00089812,98,65,33,6,4,0,1,2,9,5,19
S00089813,168,111,57,10,2,16,10,0,9,4,28
S00089814,69,28,41,24,10,0,0,0,15,2,18
S00089815,94,63,31,6,2,1,3,1,9,4,22
S00089816,124,82,42,8,2,1,4,3,11,8,24
S00089817,124,77,47,12,3,2,7,1,8,11,17
S00089818,93,73,20,8,0,1,1,1,7,2,14
S00089819,174,137,37,9,3,0,1,0,10,7,26
S00089820,124,92,32,4,2,0,4,1,6,4,21
S00089821,114,73,41,9,3,1,3,0,15,4,24
S00089822,105,79,26,6,3,0,0,0,10,4,16
S00089823,104,68,36,8,4,0,1,1,6,5,17
S00089824,166,104,62,16,7,2,3,4,19,5,42
S00089825,147,85,62,11,9,0,4,2,15,11,34
S00089826,114,92,22,4,2,0,2,0,0,3,15
S00089827,126,90,36,12,5,2,3,1,5,4,24
S00089828,73,15,58,16,11,1,2,1,28,12,33
S00089829,93,66,27,6,3,0,1,0,6,0,18
S00089830,124,90,34,6,1,0,1,1,8,6,23
S00089831,114,76,38,8,3,1,3,1,14,8,23
S00089832,87,55,32,7,3,0,0,0,7,7,24
S00089833,145,111,34,14,3,0,0,1,3,3,21
S00089834,92,64,28,10,4,0,0,0,6,1,17
S00089835,90,63,27,6,2,0,2,2,5,2,19
S00089836,166,112,54,12,6,0,0,0,18,7,37
S00089837,154,94,60,11,4,0,7,3,16,3,34
S00089838,142,86,56,16,8,0,2,1,12,3,40
S00089839,87,57,30,5,3,0,0,2,8,3,20
S00089840,85,51,34,8,7,0,4,0,11,4,24
S00089841,131,105,26,7,2,0,1,0,5,2,17
S00089842,82,58,24,4,2,0,0,0,4,3,16
S00089843,141,104,37,5,1,1,4,1,6,7,25
S00089844,113,70,43,7,2,1,4,2,10,5,22
S00089845,137,95,42,7,2,1,6,1,6,5,24
S00089846,86,57,29,5,4,2,1,1,4,5,18
S00089847,82,62,20,8,2,0,3,1,3,4,10
S00089848,123,89,34,2,0,0,2,1,3,3,27
S00089849,134,95,39,5,0,1,2,1,5,6,28
S00089850,149,101,48,5,3,2,7,6,9,10,32
S00089851,82,56,26,11,2,1,1,1,7,1,17
S00089852,97,27,70,28,11,0,3,1,23,6,47
S00089853,130,85,45,6,1,0,1,2,9,12,24
S00089854,95,13,82,39,16,0,1,0,32,3,39
S00089855,132,88,44,9,4,2,5,0,13,8,24
S00089856,152,99,53,12,4,0,0,0,14,5,37
S00089857,116,77,39,9,5,1,4,1,8,3,25
S00089858,87,57,30,10,2,0,0,0,2,1,21
S00089859,116,91,25,3,1,1,3,1,4,7,11
S00089860,102,82,20,2,1,0,3,0,4,3,13
S00089861,85,57,28,4,1,0,3,0,5,5,18
S00089862,121,72,49,10,5,0,4,0,14,7,25
S00089863,158,113,45,13,5,0,0,0,10,2,33
S00089864,170,126,44,17,3,0,1,0,7,4,35
S00089865,137,108,29,12,2,0,1,0,5,4,17
S00089866,81,56,25,3,1,0,1,1,11,7,14
S00089867,116,94,22,4,1,1,1,0,3,6,12
S00089868,60,35,25,5,3,0,0,1,9,3,15
S00089869,159,133,26,7,2,0,2,1,4,5,13
S00089870,127,98,29,9,2,0,1,0,7,3,15
S00089871,126,74,52,13,10,2,2,1,20,5,35
S00089872,147,105,42,6,2,0,4,1,9,4,32
S00089873,180,136,44,10,4,0,2,1,9,5,31
S00089874,130,97,33,7,3,0,4,1,8,3,19
S00089875,133,74,59,16,2,1,1,1,12,4,43
S00089876,109,85,24,6,0,0,0,1,5,1,16
S00089877,106,74,32,7,4,0,0,0,5,2,25
S00089878,93,52,41,13,4,0,2,0,13,7,25
S00089879,131,101,30,9,1,1,0,0,6,4,19
S00089880,151,103,48,14,4,0,2,0,6,4,36
S00089881,170,121,49,11,4,1,8,3,10,5,30
S00089882,113,78,35,13,3,0,0,0,5,1,23
S00089883,91,65,26,8,4,1,0,0,5,0,16
S00089884,111,86,25,4,2,1,2,1,5,2,18
S00089885,120,79,41,7,4,0,4,1,6,13,17
S00089886,98,46,52,16,7,0,0,0,18,5,35
S00089887,100,75,25,7,1,0,1,0,10,4,12
S00089888,75,59,16,4,1,0,2,0,2,2,6
S00089889,58,20,38,9,3,1,0,0,11,11,16
S00089890,111,93,18,0,1,1,2,1,2,5,12
S00089891,236,99,137,17,9,16,4,5,19,81,56
S00089892,130,117,13,2,0,0,2,0,0,4,6
S00089893,128,77,51,7,2,1,1,0,16,12,34
S00089894,148,116,32,2,0,0,5,1,3,10,24
S00089895,82,69,13,1,1,0,2,0,1,1,8
S00089896,81,54,27,9,1,1,2,0,6,5,14
S00089897,109,67,42,14,9,0,1,0,11,6,21
S00089898,129,92,37,1,2,0,1,0,8,9,24
S00089899,116,83,33,7,0,2,4,0,3,2,24
S00089900,101,67,34,7,5,0,3,0,1,2,25
S00089901,93,73,20,5,1,1,0,2,1,1,15
S00089902,157,119,38,7,0,0,2,0,3,2,31
S00089903,136,84,52,12,3,1,5,3,9,2,39
S00089904,99,74,25,4,2,1,2,1,3,1,18
S00089905,104,69,35,4,2,0,2,2,5,2,28
S00089906,93,61,32,9,3,0,0,1,6,0,23
S00089907,109,73,36,13,7,0,0,0,6,1,27
S00089908,116,75,41,6,4,0,0,0,6,3,32
S00089909,57,35,22,6,1,0,1,1,7,2,11
S00089910,116,76,40,10,2,0,3,0,3,4,24
S00089911,159,106,53,16,5,2,8,4,14,4,29
S00089912,112,71,41,7,4,0,0,0,7,4,33
S00089913,85,54,31,10,4,0,0,0,4,1,20
S00089914,83,54,29,7,3,0,3,2,10,6,21
S00089915,96,42,54,18,2,2,1,0,19,4,31
S00089916,113,63,50,13,5,1,4,3,20,8,30
S00089917,110,79,31,6,1,0,4,1,6,4,17
S00089918,98,84,14,4,0,0,2,0,2,2,8
S00089919,100,72,28,5,3,1,1,0,9,2,18
S00089920,126,87,39,6,3,0,5,0,5,9,27
S00089921,94,53,41,7,3,0,4,1,7,5,24
S00089922,87,52,35,5,6,0,3,1,7,6,22
S00089923,99,70,29,5,1,1,2,0,4,3,19
S00089924,85,62,23,2,0,0,3,0,8,2,16
S00089925,93,56,37,6,5,1,2,0,9,6,24
S00089926,120,92,28,1,5,1,0,0,5,4,18
S00089927,98,73,25,5,2,0,0,0,6,2,18
S00089928,142,109,33,9,4,0,1,0,11,4,22
S00089929,132,106,26,8,2,0,0,1,7,5,16
S00089930,81,50,31,2,2,1,5,1,4,4,20
S00089931,101,68,33,7,6,0,1,1,7,3,23
S00089932,114,74,40,6,3,0,0,0,10,5,30
S00089933,86,58,28,5,3,1,3,3,2,1,20
S00089934,93,71,22,1,1,0,1,1,4,4,16
S00089935,128,95,33,2,3,0,4,1,8,6,18
S00089936,69,38,31,6,10,1,3,3,10,4,17
S00089937,82,57,25,8,0,0,3,1,2,3,11
S00089938,114,74,40,4,3,0,2,1,11,9,28
S00089939,136,78,58,9,2,0,1,0,12,5,48
S00089940,104,65,39,9,0,0,3,1,10,8,25
S00089941,116,87,29,6,3,1,4,0,7,1,14
S00089942,65,31,34,3,3,0,10,3,5,6,19
S00089943,97,59,38,6,3,2,3,3,10,5,30
S00089944,58,9,49,19,10,0,1,0,17,7,35
S00089945,170,121,49,10,1,1,2,0,20,10,32
S00089946,113,85,28,5,4,0,2,0,13,0,16
S00089947,101,66,35,9,6,0,1,0,9,4,22
S00089948,145,115,30,2,2,1,4,2,2,3,18
S00089949,115,63,52,13,2,1,2,1,8,6,40
S00089950,108,68,40,7,7,0,2,0,15,1,24
S00089951,97,64,33,7,3,0,4,0,7,5,20
S00089952,125,78,47,11,3,1,6,2,10,5,34
S00089953,64,28,36,11,3,2,1,1,9,3,29
S00089954,132,64,68,13,7,0,3,1,16,9,42
S00089955,173,125,48,11,4,0,2,1,7,4,33
S00089956,55,10,45,20,10,0,1,0,19,3,30
S00089957,107,71,36,8,3,1,1,0,8,5,23
S00089958,102,80,22,3,2,0,4,0,6,1,15
S00089959,114,62,52,10,5,0,2,1,17,3,39
S00089960,86,56,30,3,1,1,2,0,10,3,24
S00089961,84,52,32,8,3,0,1,0,18,2,16
S00089962,73,36,37,7,5,1,3,2,9,13,19
S00089963,91,51,40,7,2,0,4,0,8,10,23
S00089964,87,22,65,20,14,0,0,0,29,10,44
S00089965,162,102,60,17,7,0,2,0,15,5,36
S00089966,165,115,50,14,3,0,2,0,11,7,33
S00089967,115,77,38,8,1,0,0,0,10,4,30
S00089968,92,71,21,4,1,0,5,2,5,6,15
S00089969,97,60,37,7,6,4,4,0,11,6,21
S00089970,93,67,26,7,3,0,1,0,4,2,18
S00089971,171,116,55,7,0,1,5,3,14,8,37
S00089972,110,74,36,9,3,0,1,0,12,4,22
S00089973,108,80,28,5,0,0,2,1,9,9,18
S00089974,100,57,43,7,4,1,4,5,8,2,28
S00089975,121,78,43,7,2,0,7,3,6,8,26
S00089976,107,75,32,11,1,0,1,0,9,1,22
S00089977,103,75,28,6,0,1,1,1,5,3,19
S00089978,131,70,61,20,6,1,2,2,19,5,34
S00089979,104,67,37,11,6,2,2,0,11,2,27
S00089980,104,63,41,11,0,1,2,1,14,12,25
S00089981,56,4,52,30,9,1,1,0,20,4,31
S00089982,94,58,36,1,0,0,5,0,11,13,22
S00089983,79,53,26,4,2,0,5,1,5,10,14
