oa_code,All people,No condition,One or more conditions,Deafness or partial hearing loss,Blindness or partial sight loss,Learning disability,Learning difficulty,Developmental disorder,Physical disability,Mental health condition,Other condition
S00129616,151,104,47,8,2,0,4,4,3,2,30
S00129617,121,83,38,6,5,1,1,0,8,2,27
S00129618,103,83,20,7,1,1,1,1,3,2,14
S00129619,155,111,44,12,1,0,4,0,10,5,28
S00129620,73,51,22,2,3,0,1,0,6,1,16
S00129621,59,44,15,2,1,1,2,2,0,0,11
S00129622,150,117,33,8,1,1,0,3,6,4,18
S00129623,110,72,38,9,2,1,3,1,6,2,23
S00129624,188,90,98,25,19,3,1,0,44,31,57
S00129625,98,74,24,7,0,0,0,0,6,3,17
S00129626,110,84,26,5,3,1,0,1,6,5,20
S00129627,110,75,35,9,4,0,0,0,4,2,25
S00129628,102,66,36,13,4,0,0,0,13,1,22
S00129629,99,70,29,8,5,0,3,1,8,1,18
S00129630,113,75,38,9,4,6,3,0,7,6,24
S00129631,82,60,22,4,2,1,1,0,3,3,14
S00129632,160,104,56,23,7,0,2,0,14,2,37
S00129633,112,76,36,11,3,1,2,1,9,3,20
S00129634,79,36,43,17,4,0,4,2,15,3,24
S00129635,118,80,38,15,6,0,0,0,10,3,23
S00129636,88,53,35,16,4,0,0,0,5,4,22
S00129637,98,69,29,7,5,0,1,0,7,0,20
S00129638,157,122,35,7,4,0,1,0,5,2,27
S00129639,119,85,34,5,3,0,1,0,6,3,21
S00129640,78,58,20,2,4,0,0,0,3,3,15
S00129641,95,61,34,5,3,2,1,0,6,1,26
S00129642,126,98,28,10,3,0,2,1,2,1,17
S00129643,160,103,57,9,2,0,0,0,18,2,47
S00129644,72,45,27,4,0,0,2,0,4,2,21
S00129645,166,128,38,5,1,0,3,0,6,5,26
S00129646,159,114,45,13,5,1,1,0,8,6,34
S00129647,122,85,37,7,3,0,2,0,5,4,26
S00129648,169,81,88,27,13,0,1,0,24,32,53
S00129649,111,68,43,6,0,1,1,0,8,10,31
S00129650,89,53,36,6,3,0,3,3,13,7,27
S00129651,90,65,25,2,1,0,2,1,4,3,17
S00129652,90,69,21,5,3,1,0,0,4,2,15
S00129653,117,68,49,15,11,0,1,0,5,2,32
S00129654,121,80,41,10,5,5,2,2,5,6,24
S00129655,110,75,35,9,1,1,1,0,4,7,25
S00129656,126,89,37,6,1,1,2,0,12,7,27
S00129657,125,85,40,10,3,3,8,2,7,8,17
S00129658,102,71,31,3,1,0,3,1,11,1,19
S00129659,118,87,31,10,2,0,1,0,11,3,22
S00129660,105,76,29,6,1,0,1,0,7,5,20
S00129661,126,95,31,3,0,0,4,1,6,3,21
S00129662,137,95,42,11,5,2,3,0,16,10,20
S00129663,143,106,37,5,4,1,2,0,8,3,28
S00129664,124,96,28,9,3,1,2,0,4,5,15
S00129665,191,118,73,21,11,2,3,0,20,9,48
S00129666,72,36,36,9,6,1,1,0,14,4,24
S00129667,124,102,22,5,1,1,1,1,5,9,14
S00129668,89,73,16,0,2,1,3,1,5,2,6
S00129669,127,83,44,9,9,0,1,0,10,7,32
S00129670,99,70,29,9,1,0,2,0,4,4,16
S00129671,135,107,28,4,2,0,0,0,1,4,19
S00129672,117,97,20,1,3,0,2,0,1,0,13
S00129673,176,126,50,18,10,0,2,0,7,1,26
S00129674,165,123,42,12,3,0,3,1,11,4,25
S00129675,101,67,34,9,1,0,1,0,9,1,20
S00129676,112,76,36,9,8,0,0,0,4,4,25
S00129677,90,58,32,6,3,0,4,0,9,4,17
S00129678,67,37,30,10,2,1,0,1,6,4,18
S00129679,113,75,38,11,3,0,0,0,9,4,29
S00129680,122,90,32,5,5,1,1,0,8,6,18
S00129681,110,82,28,4,1,0,2,0,7,5,17
S00129682,165,95,70,16,4,1,2,3,32,17,50
S00129683,128,92,36,10,1,0,3,2,6,4,16
S00129684,121,80,41,17,5,1,3,0,12,4,25
S00129685,83,48,35,10,3,1,0,0,6,0,28
S00129686,109,69,40,13,4,0,1,0,8,3,26
S00129687,99,65,34,11,2,0,1,0,8,2,21
S00129688,105,61,44,13,7,1,1,0,11,4,28
S00129689,165,125,40,10,4,0,0,0,8,3,26
S00129690,191,145,46,9,2,1,4,2,5,4,29
S00129691,90,67,23,3,2,1,2,0,5,3,15
S00129692,57,44,13,2,1,0,1,0,2,0,9
S00129693,124,83,41,11,3,0,2,1,4,4,27
S00129694,93,69,24,12,1,2,0,1,5,1,11
S00129695,106,71,35,8,3,0,5,1,5,1,26
S00129696,62,40,22,6,2,0,0,0,3,0,18
S00129697,65,45,20,4,2,0,2,0,4,2,11
S00129698,138,88,50,17,1,1,4,0,10,6,30
S00129699,130,78,52,9,4,2,3,1,14,6,40
S00129700,85,51,34,16,4,0,2,0,10,2,22
S00129701,89,60,29,5,0,1,0,0,13,2,20
S00129702,79,55,24,9,1,0,2,0,2,4,13
S00129703,123,74,49,10,6,0,0,1,15,3,34
S00129704,91,64,27,9,2,0,0,0,3,2,21
S00129705,97,67,30,5,2,1,0,1,4,0,22
S00129706,108,74,34,10,4,1,0,0,6,2,20
S00129707,65,39,26,7,3,0,1,0,7,2,18
S00129708,133,108,25,3,2,0,3,0,2,1,18
S00129709,192,139,53,10,3,5,1,0,15,9,32
S00129710,105,69,36,6,1,0,1,1,5,3,28
S00129711,101,64,37,10,4,1,2,1,9,4,22
S00129712,186,139,47,10,5,1,1,0,5,5,31
S00129713,110,86,24,8,0,0,0,0,7,5,11
S00129714,207,160,47,12,1,0,3,0,11,6,30
S00129715,85,60,25,6,1,1,1,0,3,5,15
S00129716,67,41,26,6,1,0,3,1,3,1,17
S00129717,82,58,24,4,2,1,0,0,9,2,15
S00129718,116,69,47,13,4,2,2,0,18,11,25
S00129719,117,71,46,11,4,1,3,1,13,10,24
S00129720,109,86,23,2,0,0,0,2,5,2,19
S00129721,139,111,28,4,1,0,1,1,2,1,23
S00129722,177,123,54,15,7,0,0,0,18,7,38
S00129723,143,97,46,17,4,0,2,0,12,2,30
S00129724,163,104,59,12,0,0,0,0,13,10,44
S00129725,157,112,45,14,6,0,2,0,12,5,28
S00129726,158,115,43,2,1,2,3,1,10,7,30
S00129727,136,107,29,7,1,0,2,1,7,6,15
S00129728,113,84,29,6,3,0,0,0,5,5,18
S00129729,175,116,59,6,7,1,3,1,18,14,36
S00129730,139,99,40,13,3,1,4,1,13,4,26
S00129731,107,64,43,12,8,2,2,1,15,5,29
S00129732,145,97,48,15,8,1,1,0,11,6,31
S00129733,77,54,23,5,3,2,2,1,7,2,14
S00129734,146,108,38,8,2,2,2,1,10,6,30
S00129735,89,57,32,9,4,0,0,1,9,8,20
S00129736,66,28,38,14,6,0,0,1,13,3,23
S00129737,77,47,30,9,5,0,1,0,10,1,12
S00129738,127,86,41,10,2,0,2,2,8,7,26
S00129739,104,69,35,8,2,0,2,1,6,3,24
S00129740,70,41,29,6,5,0,3,0,4,5,17
S00129741,142,107,35,5,1,0,6,0,6,4,23
S00129742,126,88,38,6,4,1,3,1,13,10,21
S00129743,151,110,41,8,1,0,3,0,13,10,21
S00129744,103,62,41,10,1,0,2,0,8,7,26
S00129745,96,60,36,9,1,2,3,0,9,11,19
S00129746,112,73,39,14,6,0,3,0,11,3,18
S00129747,125,83,42,11,3,1,2,1,13,6,24
S00129748,101,68,33,6,4,0,1,0,7,4,26
S00129749,79,57,22,5,1,0,1,0,9,6,13
S00129750,83,58,25,5,4,0,1,0,10,6,16
S00129751,99,73,26,4,2,1,1,0,8,2,17
S00129752,104,66,38,9,6,1,5,0,8,8,26
S00129753,123,73,50,14,4,1,0,0,14,1,38
S00129754,147,103,44,11,4,0,1,1,9,4,26
S00129755,164,98,66,6,2,0,1,1,9,21,45
S00129756,164,119,45,14,6,0,2,0,5,3,30
S00129757,167,111,56,10,4,1,3,0,5,6,44
S00129758,145,100,45,6,6,1,1,0,4,2,34
S00129759,158,128,30,10,3,0,0,1,4,3,16
S00129760,87,49,38,12,3,0,3,0,11,4,27
S00129761,103,79,24,7,2,0,0,0,6,0,16
S00129762,150,99,51,16,7,1,3,0,4,2,31
S00129763,109,83,26,7,2,0,0,0,1,0,19
S00129764,113,53,60,23,10,0,3,0,14,5,31
S00129765,78,54,24,8,3,0,1,0,6,0,17
S00129766,125,93,32,12,4,1,3,1,1,2,19
S00129767,123,89,34,8,2,0,5,1,5,4,25
S00129768,130,69,61,20,21,1,1,0,28,21,45
S00129769,152,95,57,19,7,0,0,1,16,2,35
S00129770,119,75,44,6,4,1,2,1,7,12,26
S00129771,123,84,39,5,4,2,2,0,9,11,20
S00129772,102,58,44,13,3,2,0,1,13,4,25
S00129773,64,41,23,5,2,0,0,0,6,3,17
S00129774,53,32,21,1,0,1,3,0,6,9,12
S00129775,92,53,39,8,1,1,3,0,11,9,23
S00129776,59,46,13,4,0,0,1,0,4,0,9
S00129777,55,30,25,10,2,0,1,1,5,7,15
S00129778,61,42,19,5,2,1,0,0,2,6,10
S00129779,64,43,21,5,3,1,2,0,2,4,13
S00129780,106,69,37,8,1,0,1,0,7,7,22
S00129781,105,49,56,18,11,1,0,1,21,8,35
S00129782,59,41,18,1,0,0,0,0,4,7,12
S00129783,135,101,34,9,4,0,2,0,7,5,20
S00129784,82,43,39,10,5,0,0,0,13,10,17
S00129785,118,78,40,10,2,0,1,0,10,4,28
S00129786,183,136,47,10,3,0,3,3,11,5,30
S00129787,89,64,25,8,1,0,0,1,7,5,17
S00129788,134,83,51,12,4,0,2,0,13,2,32
S00129789,81,39,42,5,5,1,2,2,12,6,26
S00129790,110,74,36,10,2,1,1,0,9,3,23
S00129791,126,78,48,19,4,0,4,0,20,9,27
S00129792,112,76,36,9,6,2,2,0,11,3,26
S00129793,113,80,33,4,2,0,2,1,7,8,21
S00129794,57,28,29,11,1,4,2,2,11,9,12
S00129795,112,80,32,5,3,1,2,1,10,7,16
S00129796,138,85,53,11,8,1,0,1,17,3,36
S00129797,128,90,38,13,1,0,3,0,6,3,23
S00129798,73,37,36,15,6,1,2,0,8,4,18
S00129799,143,90,53,14,5,0,3,0,6,6,34
S00129800,160,110,50,11,4,0,3,0,5,10,37
S00129801,68,46,22,7,2,1,0,0,3,6,15
S00129802,127,70,57,13,10,0,1,0,20,5,42
S00129803,123,74,49,10,6,1,1,2,14,3,33
S00129804,146,102,44,7,2,0,3,1,11,9,22
S00129805,139,116,23,5,1,0,3,3,2,7,10
S00129806,148,102,46,9,2,2,2,0,15,5,31
S00129807,84,53,31,6,3,0,4,0,10,5,14
S00129808,169,135,34,12,2,0,5,0,4,6,21
S00129809,127,90,37,11,1,0,0,0,12,3,21
S00129810,118,83,35,6,1,0,2,0,6,2,26
S00129811,108,74,34,12,5,0,0,0,2,1,21
S00129812,176,116,60,10,4,0,1,1,12,3,44
S00129813,85,63,22,5,1,0,0,0,3,1,17
S00129814,114,90,24,4,3,0,0,1,5,0,17
S00129815,147,112,35,7,5,0,1,0,7,1,25
S00129816,137,106,31,6,2,1,2,1,5,2,23
S00129817,133,100,33,10,1,0,2,0,2,3,23
S00129818,128,101,27,3,1,0,4,0,3,0,20
S00129819,152,112,40,9,2,0,0,0,7,4,33
S00129820,128,106,22,3,2,0,1,0,3,3,17
S00129821,113,78,35,7,0,0,2,0,2,2,26
S00129822,148,113,35,11,3,0,0,1,8,4,24
S00129823,95,76,19,2,1,0,0,0,2,1,15
S00129824,166,114,52,15,3,2,2,1,6,3,37
S00129825,148,110,38,8,3,0,1,2,4,4,27
S00129826,121,80,41,13,2,0,1,2,11,0,28
S00129827,130,84,46,13,6,0,2,0,9,1,35
S00129828,65,46,19,4,1,0,1,0,3,2,11
S00129829,59,25,34,13,3,0,0,0,11,5,22
S00129830,118,78,40,13,5,0,1,0,9,3,23
S00129831,138,92,46,6,3,0,1,0,10,4,35
S00129832,123,85,38,2,2,3,10,0,7,13,15
S00129833,126,80,46,8,2,0,6,0,12,2,33
S00129834,136,101,35,7,7,1,1,0,3,1,21
S00129835,116,91,25,3,0,0,3,0,4,4,16
S00129836,149,123,26,5,0,1,1,0,1,6,15
S00129837,114,93,21,6,0,1,0,1,4,0,16
S00129838,102,84,18,2,0,0,1,1,4,3,11
S00129839,84,54,30,8,2,0,0,0,4,1,27
S00129840,111,76,35,7,3,0,1,0,9,5,22
S00129841,117,73,44,16,2,1,5,1,8,3,23
S00129842,147,103,44,7,6,0,1,0,5,1,34
S00129843,174,124,50,11,4,2,2,1,15,6,23
S00129844,157,111,46,8,1,0,3,1,5,7,33
S00129845,135,96,39,14,7,0,2,0,8,3,28
S00129846,114,73,41,10,1,1,4,1,8,7,24
S00129847,114,91,23,5,1,0,2,0,7,3,14
S00129848,75,58,17,5,1,0,1,1,0,2,9
S00129849,149,94,55,10,4,3,9,2,13,6,35
S00129850,172,128,44,12,3,1,3,1,11,5,24
S00129851,123,77,46,7,0,1,3,0,16,5,36
S00129852,115,70,45,17,4,0,0,0,16,2,32
S00129853,141,98,43,11,9,0,4,0,11,9,30
S00129854,134,85,49,9,5,1,1,2,16,6,33
S00129855,157,117,40,12,2,0,6,0,10,4,26
S00129856,134,101,33,8,1,0,1,1,4,1,20
S00129857,92,67,25,8,4,0,0,0,5,2,16
S00129858,142,99,43,14,2,0,0,0,6,1,30
S00129859,63,53,10,0,0,0,2,0,1,0,7
S00129860,128,90,38,6,3,0,1,0,6,4,24
S00129861,77,57,20,8,2,0,0,0,2,1,12
S00129862,67,46,21,4,0,1,4,2,2,3,15
S00129863,73,55,18,5,2,0,0,0,5,2,8
S00129864,106,77,29,4,4,0,6,0,3,2,18
S00129865,94,67,27,4,3,0,0,2,4,2,14
S00129866,110,93,17,1,1,1,2,1,1,3,10
S00129867,178,134,44,14,3,2,2,2,11,3,24
S00129868,84,63,21,8,1,0,0,0,3,2,14
S00129869,51,34,17,2,2,0,1,0,4,1,15
S00129870,139,96,43,9,3,1,1,1,13,5,25
S00129871,137,60,77,14,4,0,1,0,27,7,54
S00129872,104,70,34,6,5,0,1,0,5,4,23
S00129873,118,79,39,5,3,0,2,1,9,1,25
S00129874,89,51,38,12,5,0,1,0,13,4,19
S00129875,78,55,23,4,1,0,1,0,2,3,14
S00129876,69,48,21,1,0,0,0,0,1,5,16
S00129877,199,50,149,30,22,2,2,0,41,25,106
S00129878,98,75,23,10,7,0,2,0,9,2,11
S00129879,93,67,26,7,4,0,3,0,3,2,16
S00129880,68,54,14,4,1,0,0,0,4,1,12
S00129881,108,76,32,9,5,2,1,2,9,2,21
S00129882,126,87,39,8,7,0,1,1,7,5,22
S00129883,78,61,17,3,1,0,1,0,4,1,13
S00129884,64,44,20,1,1,0,5,0,1,3,13
S00129885,84,64,20,6,1,0,1,0,1,0,15
S00129886,131,93,38,16,0,0,0,0,2,4,26
S00129887,89,57,32,8,1,0,0,0,5,3,25
S00129888,59,37,22,5,1,0,0,0,2,3,16
S00129889,95,77,18,4,0,0,0,1,2,0,12
S00129890,99,78,21,4,1,0,0,0,3,1,16
S00129891,75,53,22,4,4,3,1,3,6,3,11
S00129892,164,131,33,6,0,0,1,0,1,1,27
S00129893,178,130,48,12,4,2,5,1,13,0,32
S00129894,136,104,32,7,0,3,0,1,6,7,19
S00129895,67,41,26,3,3,0,2,1,7,8,9
S00129896,77,65,12,3,1,0,1,0,1,3,6
S00129897,70,52,18,5,0,0,0,0,3,2,13
S00129898,156,93,63,8,5,0,6,0,11,27,33
S00129899,102,69,33,1,2,0,6,0,8,17,15
S00129900,66,29,37,10,5,1,1,0,12,3,25
S00129901,132,64,68,19,11,0,2,0,23,7,46
S00129902,109,61,48,6,6,1,5,1,9,2,29
S00129903,86,61,25,7,1,1,0,0,5,3,15
S00129904,57,42,15,8,1,0,0,0,3,2,8
S00129905,124,94,30,7,4,1,1,0,4,6,18
S00129906,87,67,20,5,4,1,1,0,5,0,14
S00129907,54,30,24,11,2,0,0,0,6,1,14
S00129908,57,32,25,6,2,0,6,0,6,2,13
S00129909,113,79,34,8,0,0,1,0,6,4,26
S00129910,77,40,37,14,2,0,3,2,4,2,20
S00129911,66,40,26,10,1,0,2,0,2,0,16
S00129912,87,63,24,5,2,1,3,1,8,5,14
S00129913,80,55,25,6,3,0,1,0,7,0,14
S00129914,122,89,33,8,3,1,2,1,8,7,16
S00129915,82,53,29,6,5,1,1,0,9,6,17
S00129916,94,55,39,13,4,2,4,1,11,5,26
S00129917,137,87,50,17,6,0,0,1,13,1,27
S00129918,100,78,22,6,1,0,0,0,6,1,18
S00129919,108,89,19,2,1,0,2,0,3,3,11
S00129920,58,48,10,0,0,0,0,0,1,2,7
S00129921,123,80,43,17,1,0,0,0,15,8,25
S00129922,103,76,27,6,3,0,0,0,7,2,17
S00129923,102,68,34,11,3,1,1,1,1,1,24
S00129924,93,72,21,2,1,1,3,3,4,4,13
S00129925,50,30,20,2,0,0,0,0,6,2,17
S00129926,129,96,33,6,1,0,3,2,8,5,22
S00129927,58,46,12,2,0,0,1,0,2,1,8
S00129928,134,94,40,8,3,0,2,0,15,6,26
S00129929,111,71,40,9,5,0,2,0,9,3,33
S00129930,121,89,32,5,3,0,2,0,7,4,19
S00129931,199,147,52,10,2,0,1,1,7,4,45
S00129932,97,67,30,6,1,0,2,0,4,3,23
S00129933,61,37,24,6,4,0,0,0,2,1,16
S00129934,57,30,27,6,4,0,2,0,8,3,16
S00129935,163,111,52,15,2,2,11,1,10,6,30
S00129936,99,65,34,5,3,0,0,1,11,5,19
S00129937,68,35,33,8,5,0,2,1,8,1,24
S00129938,123,76,47,12,8,1,0,1,11,9,32
S00129939,67,47,20,3,3,0,0,0,7,3,12
S00129940,105,74,31,7,1,0,3,0,2,6,21
S00129941,84,61,23,8,3,0,0,0,6,5,17
S00129942,66,34,32,4,4,0,1,0,12,7,17
S00129943,70,56,14,0,1,1,1,0,4,1,9
S00129944,135,102,33,8,0,0,1,0,6,3,22
S00129945,61,45,16,4,0,1,1,1,2,2,11
S00129946,59,39,20,5,4,1,0,0,7,2,14
S00129947,123,86,37,7,3,1,2,1,9,3,24
S00129948,86,59,27,5,3,0,0,1,3,1,21
S00129949,95,54,41,8,0,2,1,1,5,2,32
S00129950,70,50,20,3,0,0,1,0,7,2,12
S00129951,155,112,43,9,2,1,4,1,8,10,23
S00129952,138,109,29,12,2,0,1,0,6,4,13
S00129953,139,98,41,6,0,2,4,0,7,6,30
S00129954,131,108,23,7,4,1,2,0,3,3,13
S00129955,138,115,23,9,3,0,0,0,3,0,14
S00129956,58,49,9,0,0,0,0,0,1,2,6
S00129957,119,99,20,7,1,0,1,1,5,1,15
S00129958,152,120,32,0,0,2,14,3,3,3,19
S00129959,92,65,27,4,1,0,2,0,5,2,16
S00129960,210,175,35,5,3,0,2,3,9,4,23
S00129961,132,110,22,3,0,0,1,0,2,2,16
S00129962,106,86,20,2,2,4,2,0,8,5,13
S00129963,172,110,62,9,4,2,6,1,15,32,31
S00129964,110,82,28,6,1,0,1,0,3,3,19
S00129965,135,111,24,7,1,0,4,1,2,3,10
S00129966,70,44,26,10,1,0,1,1,5,1,17
S00129967,72,45,27,5,2,0,4,1,4,7,14
S00129968,124,97,27,5,0,0,1,1,4,5,14
S00129969,194,124,70,17,8,0,2,0,17,7,49
S00129970,104,75,29,10,3,0,0,1,4,0,18
S00129971,136,99,37,9,5,0,5,1,6,2,22
S00129972,138,99,39,5,1,0,1,0,8,3,25
S00129973,61,41,20,5,1,0,2,0,4,1,15
S00129974,148,89,59,12,6,0,3,2,20,5,42
S00129975,70,37,33,9,4,1,0,0,6,2,24
S00129976,139,94,45,7,3,1,2,0,11,8,35
S00129977,60,41,19,2,3,2,1,0,5,2,13
S00129978,96,71,25,6,1,1,0,1,7,2,18
S00129979,98,62,36,14,2,0,1,0,4,5,27
S00129980,81,55,26,6,3,0,3,4,8,3,16
S00129981,96,65,31,7,2,0,1,0,6,3,21
S00129982,179,122,57,11,1,0,3,1,11,9,37
S00129983,172,106,66,12,4,0,5,0,11,17,31
S00129984,66,39,27,2,1,0,3,0,12,7,16
S00129985,84,63,21,4,1,0,2,0,3,2,14
S00129986,127,102,25,6,4,0,0,1,4,3,16
S00129987,67,55,12,3,0,0,0,0,2,3,8
S00129988,78,59,19,3,0,1,2,1,1,2,14
S00129989,72,46,26,5,0,0,3,0,4,8,15
S00129990,68,48,20,1,2,0,0,0,6,6,14
S00129991,67,47,20,4,1,0,1,0,2,2,16
S00129992,90,29,61,13,5,2,3,0,26,20,38
S00129993,73,51,22,4,2,0,0,0,5,5,16
S00129994,58,39,19,6,0,0,1,0,4,6,10
S00129995,111,70,41,6,1,0,1,2,6,6,26
S00129996,60,45,15,6,0,0,0,0,4,2,7
S00129997,52,30,22,1,3,1,0,0,3,8,10
S00129998,196,148,48,10,5,0,5,2,4,5,29
S00129999,91,36,55,15,4,3,2,0,21,7,37
S00130000,76,39,37,7,3,1,3,0,7,13,21
S00130001,87,56,31,9,4,0,0,0,8,3,20
S00130002,69,51,18,2,1,0,0,2,4,0,14
S00130003,93,63,30,7,2,1,1,0,5,1,20
S00130004,142,112,30,5,1,2,1,0,1,1,24
S00130005,229,199,30,6,1,0,3,1,6,2,19
S00130006,76,65,11,3,1,1,2,0,3,1,6
S00130007,126,107,19,3,1,0,0,1,1,3,14
S00130008,122,78,44,11,1,0,1,1,5,2,33
S00130009,183,152,31,3,0,0,4,0,2,3,21
S00130010,106,71,35,16,3,0,1,0,1,2,24
S00130011,142,94,48,10,3,0,2,0,10,4,37
S00130012,135,95,40,8,3,2,2,0,12,4,31
S00130013,96,68,28,5,2,0,2,0,10,3,18
S00130014,81,43,38,11,6,0,4,2,8,2,22
S00130015,116,76,40,5,5,1,5,1,8,7,27
S00130016,63,22,41,16,5,0,2,0,15,5,25
S00130017,158,107,51,10,4,1,1,0,7,7,38
S00130018,59,18,41,23,7,0,0,0,14,2,19
S00130019,175,141,34,4,1,0,3,0,3,1,26
S00130020,133,82,51,12,2,0,3,0,8,9,37
S00130021,104,70,34,6,2,1,3,0,11,3,23
S00130022,185,125,60,10,6,0,2,0,9,3,41
S00130023,86,59,27,7,3,0,3,0,5,1,12
S00130024,119,91,28,7,0,2,2,1,2,3,18
S00130025,137,92,45,11,4,0,1,0,9,7,29
S00130026,75,50,25,5,3,0,2,0,4,3,15
S00130027,114,88,26,6,1,0,1,0,4,5,14
S00130028,112,70,42,14,3,1,0,1,12,3,27
S00130029,73,45,28,9,1,0,0,0,4,0,19
S00130030,86,53,33,2,0,1,4,0,10,10,21
S00130031,74,70,4,0,0,0,0,0,2,2,2
S00130032,76,43,33,5,1,0,1,1,9,7,26
S00130033,91,77,14,0,1,0,0,1,2,8,7
S00130034,214,134,80,19,10,1,4,1,15,18,50
S00130035,80,54,26,8,4,0,3,2,6,8,16
S00130036,94,57,37,12,3,0,0,0,13,5,27
S00130037,77,44,33,11,3,0,1,1,10,4,17
S00130038,90,48,42,10,2,0,1,0,15,11,23
S00130039,154,112,42,10,1,0,3,1,9,16,24
S00130040,95,69,26,4,0,4,2,1,3,5,13
S00130041,129,82,47,5,1,1,4,0,15,13,30
S00130042,110,50,60,21,11,1,0,0,36,7,30
S00130043,62,41,21,5,2,0,0,0,9,3,15
S00130044,119,77,42,12,1,0,3,1,10,6,30
S00130045,68,45,23,4,0,2,1,1,2,5,16
S00130046,62,27,35,14,4,2,3,0,12,10,22
S00130047,128,93,35,6,3,0,4,2,8,5,22
S00130048,111,74,37,4,3,0,4,2,3,7,25
S00130049,100,84,16,1,0,1,1,1,1,2,13
S00130050,148,121,27,6,1,0,1,0,8,3,20
S00130051,170,146,24,5,2,1,1,0,4,2,17
S00130052,105,64,41,8,2,1,1,0,10,3,28
S00130053,72,44,28,2,3,0,2,0,10,4,15
S00130054,63,25,38,4,3,3,2,1,12,11,26
S00130055,90,20,70,23,10,0,1,0,28,7,50
S00130056,98,65,33,7,5,1,5,1,3,10,15
S00130057,103,48,55,18,10,0,4,0,19,13,32
S00130058,125,66,59,11,8,2,3,0,19,18,32
S00130059,130,105,25,6,2,0,1,0,3,1,15
S00130060,72,52,20,2,2,0,1,0,3,0,14
S00130061,197,91,106,7,0,2,4,3,44,60,21
S00130062,67,37,30,8,5,0,1,1,9,6,19
S00130063,218,162,56,16,4,2,8,2,8,5,31
S00130064,62,19,43,24,10,0,0,0,11,1,25
S00130065,118,88,30,7,1,0,1,2,6,3,21
S00130066,56,41,15,2,1,0,0,0,0,3,11
S00130067,110,81,29,9,8,0,0,1,1,0,18
S00130068,51,34,17,5,0,0,0,0,6,0,12
S00130069,54,14,40,11,13,2,1,0,17,0,21
S00130070,117,85,32,8,3,0,4,0,9,5,22
S00130071,176,145,31,4,1,0,2,1,3,1,22
S00130072,69,30,39,13,6,3,2,0,15,6,22
S00130073,160,119,41,7,3,1,1,0,9,7,27
S00130074,141,125,16,4,0,0,2,0,7,2,8
S00130075,95,72,23,5,0,0,5,0,3,4,16
S00130076,126,72,54,11,3,0,1,1,19,7,36
S00130077,95,68,27,9,3,0,2,0,6,2,13
S00130078,147,103,44,11,5,1,0,1,11,0,32
S00130079,108,78,30,11,0,0,2,0,5,2,14
S00130080,101,66,35,7,4,1,2,1,11,1,21
S00130081,145,104,41,8,3,0,2,0,8,7,27
S00130082,67,48,19,4,1,0,1,0,5,3,13
S00130083,151,106,45,15,8,0,2,1,16,5,22
S00130084,128,97,31,6,3,0,0,0,7,1,23
S00130085,73,49,24,3,5,0,2,0,6,2,17
S00130086,161,107,54,11,4,0,3,0,14,8,44
S00130087,110,77,33,2,3,0,1,0,8,5,26
S00130088,129,87,42,11,3,0,3,2,6,4,25
S00130089,203,165,38,7,2,4,7,1,9,4,26
S00130090,124,76,48,12,2,0,4,0,7,7,32
S00130091,96,76,20,3,3,0,2,0,1,0,11
S00130092,157,118,39,11,2,0,1,0,3,5,25
S00130093,142,108,34,14,3,0,4,0,6,7,25
S00130094,99,45,54,18,8,3,2,0,16,8,34
S00130095,106,49,57,22,15,0,0,0,17,10,28
S00130096,70,40,30,9,2,0,0,1,9,5,23
S00130097,159,106,53,9,3,0,1,3,8,8,31
S00130098,60,39,21,3,1,0,0,1,4,3,17
S00130099,179,138,41,7,2,1,4,3,10,6,22
S00130100,137,82,55,14,7,0,1,0,12,4,38
S00130101,164,124,40,9,5,1,0,1,12,7,28
S00130102,70,43,27,3,1,1,1,0,4,6,17
S00130103,117,86,31,6,7,1,2,1,12,10,16
S00130104,122,87,35,8,1,0,0,2,6,3,28
S00130105,102,78,24,4,1,0,3,0,3,5,17
S00130106,112,79,33,4,3,0,0,1,3,4,25
S00130107,102,68,34,6,0,0,1,0,5,5,25
S00130108,87,51,36,5,3,0,3,0,7,3,27
S00130109,185,141,44,11,3,0,1,0,7,4,31
S00130110,95,70,25,3,3,2,1,0,4,0,21
S00130111,82,33,49,13,3,0,0,0,13,6,32
S00130112,95,54,41,8,7,0,4,0,12,8,23
S00130113,162,74,88,14,7,3,2,1,18,17,60
S00130114,111,79,32,8,4,1,5,0,6,6,16
S00130115,140,103,37,9,2,0,2,0,10,3,29
S00130116,139,91,48,12,6,0,1,0,12,8,29
S00130117,97,61,36,9,3,0,3,1,9,8,25
S00130118,97,61,36,8,4,3,2,0,10,2,25
S00130119,124,90,34,8,5,1,3,1,8,3,24
S00130120,77,22,55,18,11,0,5,0,22,8,29
S00130121,147,110,37,3,3,0,1,0,6,4,27
S00130122,164,115,49,12,3,0,1,0,14,9,28
S00130123,58,20,38,13,5,0,2,0,15,1,25
S00130124,65,28,37,4,3,13,6,1,9,7,13
S00130125,72,53,19,5,0,1,1,1,3,2,14
S00130126,67,42,25,7,1,1,1,0,2,3,17
S00130127,163,136,27,5,0,0,1,1,1,3,17
S00130128,150,124,26,2,3,1,2,1,3,4,14
S00130129,139,114,25,1,1,0,1,0,5,5,17
S00130130,157,140,17,2,1,1,3,0,1,2,11
