oa_code,All households,No adults in employment in household: With dependent children,No adults in employment in household: No dependent children,Dependent children in household: All ages,Dependent children in household: Aged 0 to 4,One or more persons in household with a long-term health problem or disability: With dependent children,One or more persons in household with a long-term health problem or disability: No dependent children
S00124171,51,9,14,20,3,4,18
S00124172,47,2,34,7,2,1,35
S00124173,42,3,19,12,3,2,21
S00124174,48,8,11,26,10,9,12
S00124175,77,15,26,29,10,10,28
S00124176,56,7,16,25,8,7,14
S00124177,51,6,20,21,9,5,22
S00124178,47,5,17,18,5,5,18
S00124179,45,2,17,11,2,3,20
S00124180,38,2,8,15,3,6,9
S00124181,67,5,16,30,12,13,15
S00124182,59,2,5,28,15,8,8
S00124183,47,4,17,18,6,6,12
S00124184,58,8,8,25,5,12,14
S00124185,53,3,18,7,3,2,19
S00124186,61,0,34,1,0,0,30
S00124187,48,9,9,11,7,3,9
S00124188,39,5,17,12,8,3,18
S00124189,54,4,16,18,9,5,15
S00124190,56,4,26,12,5,7,21
S00124191,49,9,17,19,12,3,15
S00124192,46,0,21,8,2,1,21
S00124193,43,1,26,3,1,0,21
S00124194,38,1,19,6,3,2,18
S00124195,72,1,14,14,5,3,9
S00124196,49,6,12,16,9,5,13
S00124197,67,5,29,18,4,6,30
S00124198,68,11,20,30,17,5,26
S00124199,53,1,7,15,3,6,8
S00124200,73,0,13,24,7,5,13
S00124201,54,0,16,12,3,3,16
S00124202,53,1,31,3,0,2,25
S00124203,56,1,19,10,3,1,18
S00124204,53,0,16,15,6,2,22
S00124205,43,0,12,3,0,0,17
S00124206,71,0,42,9,6,0,30
S00124207,76,12,14,34,16,11,25
S00124208,69,8,23,25,10,8,22
S00124209,88,5,38,21,7,11,36
S00124210,75,1,36,13,7,3,33
S00124211,61,11,11,30,14,9,13
S00124212,56,3,13,21,10,3,18
S00124213,49,5,16,9,7,2,19
S00124214,82,1,40,8,4,2,36
S00124215,51,6,21,15,4,6,22
S00124216,60,2,30,5,4,1,30
S00124217,38,1,17,10,2,6,14
S00124218,41,7,11,20,5,6,8
S00124219,42,3,11,15,10,0,9
S00124220,38,3,18,11,2,2,14
S00124221,42,0,18,8,5,3,18
S00124222,53,3,29,11,4,1,35
S00124223,72,3,30,6,1,1,26
S00124224,67,0,18,10,4,3,21
S00124225,61,2,26,11,4,3,24
S00124226,42,5,9,11,7,3,4
S00124227,60,6,15,31,12,9,14
S00124228,58,6,20,21,9,5,21
S00124229,56,4,15,24,11,7,16
S00124230,58,3,11,31,7,3,20
S00124231,58,2,14,21,7,9,15
S00124232,56,1,2,34,17,7,2
S00124233,54,0,1,24,2,5,3
S00124234,44,0,7,11,6,1,5
S00124235,37,4,15,17,4,7,12
S00124236,51,4,19,13,6,1,20
S00124237,40,0,16,10,4,3,19
S00124238,55,1,21,10,2,3,24
S00124239,54,4,21,14,4,3,20
S00124240,55,5,20,19,14,5,18
S00124241,43,2,9,17,7,7,8
S00124242,60,1,20,19,5,5,20
S00124243,59,7,8,20,6,4,17
S00124244,76,7,21,28,14,8,23
S00124245,62,1,25,13,5,5,26
S00124246,48,4,18,14,6,4,14
S00124247,48,4,12,13,4,3,19
S00124248,46,4,15,15,6,4,13
S00124249,60,1,23,10,5,2,26
S00124250,46,2,22,10,5,2,18
S00124251,41,2,16,12,3,2,17
S00124252,59,3,24,20,11,1,22
S00124253,50,8,14,18,8,5,18
S00124254,41,0,29,6,0,2,25
S00124255,73,3,26,19,6,3,23
S00124256,68,3,21,24,8,7,22
S00124257,74,7,27,22,12,7,34
S00124258,64,2,18,27,6,4,21
S00124259,50,4,13,16,8,4,12
S00124260,43,1,16,12,3,3,14
S00124261,47,0,9,8,4,2,9
S00124262,51,4,18,17,7,9,14
S00124263,74,2,27,22,8,6,27
S00124264,60,1,26,14,4,3,20
S00124265,76,4,25,22,10,4,27
S00124266,59,0,12,17,3,4,7
S00124267,72,1,13,15,8,4,11
S00124268,75,0,36,12,4,3,42
S00124269,31,0,16,4,2,0,12
S00124270,26,1,7,11,3,4,7
S00124271,69,1,20,13,8,6,28
S00124272,65,6,30,17,9,4,24
S00124273,67,4,28,16,6,3,30
S00124274,62,10,22,19,8,5,31
S00124275,55,2,14,20,8,5,19
S00124276,42,3,19,9,5,4,20
S00124277,44,0,19,7,2,2,20
S00124278,49,4,21,11,3,3,27
S00124279,47,3,14,14,5,4,21
S00124280,35,2,11,7,2,2,14
S00124281,66,8,30,16,5,3,25
S00124282,32,2,13,8,2,0,14
S00124283,32,4,10,9,6,3,6
S00124284,46,4,21,9,3,4,19
S00124285,50,2,25,11,2,4,24
S00124286,29,0,14,4,2,1,16
S00124287,49,1,8,22,7,4,12
S00124288,39,7,14,14,10,5,10
S00124289,40,1,11,14,3,6,18
S00124290,55,1,23,9,4,2,30
S00124291,60,7,16,31,16,11,17
S00124292,55,0,19,13,5,2,23
S00124293,49,7,10,21,8,6,17
S00124294,46,10,15,22,7,9,18
S00124295,49,3,14,19,6,8,23
S00124296,33,1,8,13,4,5,10
S00124297,62,1,28,7,4,1,19
S00124298,64,0,24,12,3,2,21
S00124299,47,1,20,13,5,1,21
S00124300,41,1,15,8,3,1,17
S00124301,48,1,13,17,9,4,19
S00124302,38,1,15,6,3,2,18
S00124303,45,1,24,9,3,3,24
S00124304,64,2,21,16,5,8,27
S00124305,55,4,26,14,8,6,21
S00124306,48,1,15,10,6,3,21
S00124307,41,5,16,14,7,7,14
S00124308,63,5,23,14,4,6,27
S00124309,54,0,18,14,3,4,22
S00124310,32,3,11,8,1,1,14
S00124311,46,1,18,12,3,3,23
S00124312,26,1,11,10,4,2,13
S00124313,102,1,12,44,16,8,17
S00124314,33,2,17,5,2,1,12
S00124315,63,5,18,21,8,7,25
S00124316,47,3,9,17,4,7,9
S00124317,48,3,15,15,6,4,25
S00124318,52,1,16,15,4,4,24
S00124319,44,1,12,16,7,3,13
S00124320,47,3,15,18,2,4,15
S00124321,67,7,12,31,10,8,14
S00124322,46,4,16,13,8,6,20
S00124323,48,1,11,19,8,9,15
S00124324,46,3,20,11,1,5,20
S00124325,59,3,23,14,4,3,30
S00124326,43,3,16,15,5,4,21
S00124327,53,3,26,16,5,3,24
S00124328,45,6,12,16,5,2,16
S00124329,44,1,12,14,7,3,17
S00124330,50,2,19,16,5,2,21
S00124331,51,4,14,16,8,6,17
S00124332,42,2,14,15,6,7,15
S00124333,40,7,6,18,9,8,10
S00124334,53,9,15,19,9,4,19
S00124335,50,4,12,21,6,8,13
S00124336,52,9,11,28,13,6,11
S00124337,51,8,14,25,8,7,13
S00124338,37,5,11,18,9,7,10
S00124339,51,4,13,24,8,3,11
S00124340,53,7,14,19,7,7,17
S00124341,41,6,9,18,4,4,12
S00124342,73,3,23,20,10,4,26
S00124343,71,4,33,21,8,6,35
S00124344,47,3,6,17,5,5,16
S00124345,47,0,12,15,7,2,9
S00124346,47,3,8,19,8,4,11
S00124347,43,0,25,5,2,1,17
S00124348,70,1,30,18,5,5,32
S00124349,68,0,14,22,2,6,21
S00124350,64,0,17,16,3,3,19
S00124351,44,0,9,17,2,5,13
S00124352,55,2,15,15,2,4,18
S00124353,60,5,11,28,8,10,10
S00124354,52,0,19,13,8,1,15
S00124355,43,0,7,13,3,0,5
S00124356,41,0,16,4,2,1,17
S00124357,52,1,14,11,3,3,14
S00124358,43,1,8,20,9,3,10
S00124359,40,0,17,13,6,0,11
S00124360,29,3,9,7,2,2,10
S00124361,41,2,9,12,5,0,10
S00124362,50,5,18,12,4,7,16
S00124363,48,3,19,14,6,5,19
S00124364,37,0,4,14,5,3,5
S00124365,43,1,21,7,2,0,18
S00124366,40,1,11,19,8,4,12
S00124367,55,1,20,14,3,2,22
S00124368,39,0,13,7,3,3,15
S00124369,40,2,9,13,5,4,13
S00124370,72,0,15,17,4,6,15
S00124371,28,1,13,7,4,2,11
S00124372,37,0,12,9,5,1,12
S00124373,55,0,15,16,5,4,10
S00124374,56,0,9,22,6,3,9
S00124375,69,6,9,29,9,6,13
S00124376,58,3,12,15,8,3,16
S00124377,50,0,13,11,4,0,13
S00124378,56,1,14,16,8,1,8
S00124379,70,0,48,6,1,1,47
S00124380,71,6,25,16,7,3,26
S00124381,50,4,26,11,7,0,21
S00124382,61,3,20,22,10,5,14
S00124383,64,2,20,23,10,7,20
S00124384,35,8,8,22,6,7,9
S00124385,49,0,34,6,4,0,31
S00124386,56,3,18,13,6,3,24
S00124387,41,1,23,7,0,5,21
S00124388,44,4,21,13,6,1,18
S00124389,46,4,17,14,7,7,17
S00124390,44,4,23,7,5,0,24
S00124391,42,0,9,16,3,5,5
S00124392,58,2,10,15,7,4,13
S00124393,61,0,13,15,3,3,15
S00124394,29,0,10,4,0,1,9
S00124395,71,6,51,11,6,2,41
S00124396,26,0,12,6,4,1,16
S00124397,53,5,29,14,9,5,30
S00124398,68,5,27,22,13,6,34
S00124399,78,4,39,9,7,4,39
S00124400,70,2,17,21,10,5,15
S00124401,67,7,21,23,10,6,17
S00124402,50,2,27,4,2,3,30
S00124403,51,4,34,6,5,2,29
S00124404,45,1,25,5,1,2,23
S00124405,87,20,29,31,15,6,29
S00124406,54,1,29,3,1,0,21
S00124407,47,12,11,23,10,9,16
S00124408,41,4,16,13,7,3,19
S00124409,59,10,24,17,11,2,22
S00124410,70,4,22,25,12,12,26
S00124411,64,9,25,17,5,5,28
S00124412,21,0,1,13,6,1,2
S00124413,51,6,26,13,3,5,19
S00124414,44,6,12,18,6,8,17
S00124415,41,10,13,19,5,9,9
S00124416,50,7,20,14,7,3,21
S00124417,48,7,12,26,10,5,14
S00124418,35,7,11,16,6,8,10
S00124419,62,18,15,29,18,7,19
S00124420,63,12,7,27,8,3,13
S00124421,71,2,23,7,3,1,23
S00124422,50,12,15,25,13,6,12
S00124423,50,1,29,6,4,2,27
S00124424,41,5,22,14,4,7,16
S00124425,51,8,17,15,11,3,13
S00124426,66,8,26,20,5,6,28
S00124427,49,6,15,14,4,3,14
S00124428,64,3,25,17,6,3,23
S00124429,41,1,17,9,4,0,15
S00124430,79,7,16,19,10,4,12
S00124431,35,2,10,7,3,2,12
S00124432,43,2,16,6,4,1,11
S00124433,40,2,17,6,4,3,16
S00124434,68,5,28,16,6,5,27
S00124435,47,1,23,9,4,3,19
S00124436,45,0,20,5,1,0,21
S00124437,54,1,31,8,2,3,24
S00124438,49,4,22,11,1,1,17
S00124439,62,1,27,10,4,4,22
S00124440,64,0,35,8,3,1,32
S00124441,41,1,12,10,2,1,10
S00124442,35,0,10,8,5,0,12
S00124443,54,0,17,15,5,2,17
S00124444,42,0,16,3,1,2,14
S00124445,41,0,19,9,3,2,17
S00124446,58,3,16,7,5,2,18
S00124447,43,1,23,8,4,1,17
S00124448,44,1,18,13,3,0,19
S00124449,71,2,25,17,6,4,25
S00124450,41,0,18,10,6,4,17
S00124451,56,4,26,9,2,3,18
S00124452,45,0,26,5,2,3,20
S00124453,39,2,22,7,2,5,23
S00124454,67,2,22,17,4,4,29
S00124455,39,0,10,14,6,5,13
S00124456,36,2,12,12,6,4,6
S00124457,51,1,23,10,2,0,20
S00124458,46,0,20,12,2,3,17
S00124459,58,3,21,16,7,3,25
S00124460,45,2,21,13,7,2,16
S00124461,39,0,18,8,3,2,19
S00124462,46,3,17,10,6,4,15
S00124463,66,1,27,7,3,2,23
S00124464,66,1,27,14,7,4,20
S00124465,65,2,24,20,14,1,21
S00124466,42,2,18,9,7,0,15
S00124467,52,3,26,6,2,3,21
S00124468,45,2,19,14,4,3,18
S00124469,41,0,22,3,2,0,19
S00124470,70,7,23,24,10,8,24
S00124471,70,2,37,12,8,6,38
S00124472,49,1,28,5,2,2,24
S00124473,56,3,23,15,5,2,20
S00124474,56,1,31,8,1,3,28
S00124475,51,1,25,7,1,1,28
S00124476,30,0,18,6,1,0,11
S00124477,34,1,13,7,1,1,14
S00124478,63,13,30,17,10,3,15
S00124479,80,2,31,19,6,8,35
S00124480,44,7,10,21,8,2,12
S00124481,36,8,9,19,7,6,11
S00124482,44,3,11,12,7,3,11
S00124483,36,7,11,13,8,4,16
S00124484,52,5,17,13,6,1,17
S00124485,78,2,37,15,6,3,27
S00124486,76,4,43,13,6,5,44
S00124487,51,5,22,13,5,4,22
S00124488,50,2,13,13,4,5,20
S00124489,55,5,26,13,4,2,28
S00124490,26,0,7,5,3,1,6
S00124491,54,0,20,15,1,4,20
S00124492,54,1,23,7,1,5,18
S00124493,40,1,10,12,3,2,8
S00124494,52,0,28,10,4,2,11
S00124495,57,0,22,14,2,1,18
S00124496,53,0,25,13,3,4,19
S00124497,57,6,12,18,10,4,14
S00124498,61,4,29,12,3,2,28
S00124499,32,1,13,5,3,2,15
S00124500,63,9,31,12,8,4,20
S00124501,58,4,15,27,11,10,16
S00124502,74,8,49,15,10,1,39
S00124503,68,0,28,16,3,3,22
S00124504,34,1,5,10,1,0,2
S00124505,54,1,26,5,2,2,19
S00124506,64,2,29,9,5,1,31
S00124507,46,2,20,13,5,3,14
S00124508,41,0,24,5,1,2,27
S00124509,46,0,12,18,3,3,10
S00124510,41,3,15,14,4,5,10
S00124511,43,0,12,16,4,2,9
S00124512,82,1,15,27,9,3,12
S00124513,58,0,27,13,3,1,23
S00124514,56,0,4,18,8,3,8
S00124515,51,8,11,18,16,14,9
S00124516,43,8,13,12,9,2,14
S00124517,42,1,17,6,3,2,19
S00124518,75,7,18,22,5,11,12
S00124519,72,9,23,23,9,8,23
S00124520,54,4,13,18,4,5,17
S00124521,55,2,27,13,6,2,21
S00124522,50,0,26,6,3,3,24
S00124523,31,3,11,10,1,5,14
S00124524,56,4,8,28,20,3,9
S00124525,63,7,22,21,6,9,26
S00124526,60,6,23,23,7,7,23
S00124527,40,1,17,6,2,2,19
S00124528,42,3,16,14,8,4,17
S00124529,39,5,14,14,3,6,17
S00124530,40,7,18,15,7,6,12
S00124531,54,14,9,33,13,14,11
S00124532,45,3,18,10,2,2,16
S00124533,43,1,15,16,6,5,14
S00124534,74,1,22,13,5,4,28
S00124535,53,0,21,13,5,3,18
S00124536,50,2,21,9,4,1,19
S00124537,45,1,17,14,2,4,17
S00124538,40,0,15,11,0,2,10
S00124539,63,0,28,10,3,3,24
S00124540,57,2,27,12,2,1,28
S00124541,53,4,14,20,4,8,16
S00124542,44,0,20,10,1,2,24
S00124543,52,2,14,16,5,2,15
S00124544,49,1,21,12,4,4,19
S00124545,44,0,20,9,3,1,17
S00124546,59,4,24,18,12,3,18
S00124547,37,0,12,6,1,0,13
S00124548,58,5,19,22,14,4,24
S00124549,61,1,33,11,7,3,27
S00124550,42,1,20,3,1,1,21
S00124551,66,0,21,15,6,4,26
S00124552,69,1,31,7,6,1,30
S00124553,64,1,21,17,8,1,21
S00124554,65,1,35,11,4,3,25
S00124555,48,2,3,29,15,3,4
S00124556,76,5,46,13,8,4,46
S00124557,59,2,24,11,4,8,22
S00124558,69,3,41,14,5,2,28
S00124559,65,1,19,16,4,3,18
S00124560,60,0,2,33,20,10,6
S00124561,57,4,23,17,6,4,19
S00124562,56,3,3,30,15,6,4
S00124563,41,1,15,12,4,3,16
S00124564,38,2,14,9,6,2,13
S00124565,44,1,27,5,2,2,23
S00124566,40,2,14,11,4,1,11
S00124567,50,1,30,5,1,3,33
S00124568,45,1,20,12,3,1,19
S00124569,62,1,26,13,4,3,26
S00124570,40,3,18,9,5,5,20
S00124571,62,8,12,18,4,9,17
S00124572,56,7,12,23,7,7,12
S00124573,47,3,17,14,6,7,15
S00124574,56,4,13,18,5,7,19
S00124575,45,8,9,28,10,10,8
S00124576,69,13,23,27,10,6,20
S00124577,68,6,22,22,15,5,29
S00124578,66,3,23,15,7,5,28
S00124579,48,3,20,9,4,2,20
S00124580,45,7,19,16,8,5,16
S00124581,51,5,17,17,9,5,14
S00124582,41,2,17,5,2,1,17
S00124583,41,0,22,2,1,0,19
S00124584,64,2,28,12,4,2,31
S00124585,63,4,21,21,5,5,25
S00124586,66,3,26,13,6,6,21
S00124587,30,0,11,8,2,3,10
S00124588,59,4,19,13,7,3,20
S00124589,57,2,14,16,8,1,15
S00124590,41,3,12,9,3,4,22
S00124591,36,1,8,8,1,3,9
S00124592,46,0,11,10,3,4,10
S00124593,41,1,11,6,4,0,12
S00124594,48,1,8,7,2,1,11
S00124595,61,3,21,13,4,2,26
S00124596,53,3,15,19,6,6,20
S00124597,50,3,17,21,6,4,12
S00124598,40,2,15,14,8,4,14
S00124599,50,8,18,18,8,6,15
S00124600,51,5,11,21,8,9,12
S00124601,48,4,13,19,8,4,17
S00124602,49,8,10,21,9,5,16
S00124603,43,7,12,19,7,8,14
S00124604,36,2,10,12,3,2,9
S00124605,44,0,12,13,8,0,10
S00124606,71,1,25,16,5,2,31
S00124607,62,4,27,14,3,5,21
S00124608,26,0,14,3,0,1,16
S00124609,51,1,22,13,4,5,23
S00124610,70,0,21,24,9,9,20
S00124611,76,6,26,13,3,4,30
S00124612,38,1,24,3,1,1,21
S00124613,40,3,10,8,4,2,10
S00124614,73,1,17,22,8,2,24
S00124615,64,3,18,19,8,5,20
S00124616,45,2,16,11,7,0,16
S00124617,36,0,12,3,1,0,9
S00124618,82,2,32,17,7,3,24
S00124619,46,6,8,17,5,2,14
S00124620,62,2,19,16,9,3,23
S00124621,45,5,9,14,4,4,11
S00124622,37,2,13,7,2,3,14
S00124623,43,2,14,12,2,6,18
S00124624,63,4,13,24,9,5,12
S00124625,49,4,16,12,3,7,22
S00124626,46,0,23,5,2,0,25
S00124627,47,3,16,14,6,5,16
S00124628,65,2,24,14,1,9,29
S00124629,47,3,13,19,10,6,15
S00124630,42,2,13,16,9,2,14
S00124631,73,12,18,35,10,8,19
S00124632,41,1,10,10,5,3,16
S00124633,51,5,12,23,7,7,13
S00124634,48,13,11,28,11,6,11
S00124635,52,8,18,19,9,6,20
S00124636,45,7,19,17,9,4,14
S00124637,27,0,6,5,1,1,8
S00124638,77,3,19,20,10,2,19
S00124639,57,1,26,10,4,1,26
S00124640,55,0,21,13,3,2,19
S00124641,43,1,17,5,3,0,15
S00124642,39,2,13,7,2,3,7
S00124643,48,2,21,8,5,2,17
S00124644,44,2,17,5,2,1,19
S00124645,72,1,32,7,2,3,33
S00124646,50,5,16,13,7,3,12
S00124647,46,2,17,14,4,4,19
S00124648,57,8,20,25,13,8,20
S00124649,61,6,17,22,4,6,24
S00124650,39,7,15,11,4,2,16
S00124651,49,7,18,19,9,3,13
S00124652,44,2,24,8,6,0,21
S00124653,45,1,15,9,4,2,17
S00124654,45,7,19,15,7,5,18
S00124655,51,3,24,14,6,2,23
S00124656,33,2,10,14,5,5,7
S00124657,48,5,12,19,9,6,12
S00124658,71,2,22,19,6,1,27
S00124659,50,2,20,8,5,0,17
S00124660,55,0,11,25,14,2,13
S00124661,46,0,11,23,7,4,14
S00124662,46,2,13,12,5,5,17
S00124663,56,2,25,12,5,1,27
S00124664,72,3,30,15,7,2,30
S00124665,67,6,23,20,10,9,27
S00124666,85,15,23,37,11,8,27
S00124667,66,4,27,17,7,7,29
S00124668,42,6,15,11,5,5,21
S00124669,62,3,26,10,5,5,33
S00124670,45,3,20,10,4,3,23
S00124671,64,8,23,22,8,6,12
S00124672,77,6,19,32,23,1,15
S00124673,50,2,20,7,4,0,20
S00124674,72,2,22,16,7,9,27
S00124675,68,2,22,13,5,2,30
S00124676,64,3,20,20,6,9,27
S00124677,39,0,12,12,3,3,10
S00124678,35,3,8,12,2,4,9
S00124679,61,4,28,19,6,7,24
S00124680,46,1,22,8,4,3,25
S00124681,42,3,22,10,3,7,19
S00124682,69,5,26,22,11,8,29
S00124683,46,1,20,8,4,2,25
S00124684,71,3,28,19,5,8,26
S00124685,56,3,25,10,6,3,25
S00124686,51,2,23,14,7,3,27
S00124687,70,5,23,21,6,5,30
S00124688,46,1,15,14,7,3,21
S00124689,32,4,12,9,7,3,12
S00124690,41,0,14,9,4,2,16
S00124691,73,6,29,25,10,8,35
S00124692,57,0,21,9,5,2,30
S00124693,60,5,12,22,8,5,17
S00124694,21,0,9,5,1,1,7
S00124695,39,2,18,8,2,2,19
S00124696,48,4,16,19,4,5,13
S00124697,48,5,18,16,2,5,21
S00124698,60,6,26,14,7,4,21
S00124699,62,3,20,19,9,5,26
S00124700,64,5,29,15,4,5,23
S00124701,62,4,26,22,7,8,25
S00124702,62,5,21,26,13,5,23
S00124703,63,5,18,18,8,3,19
S00124704,78,6,36,17,9,5,35
S00124705,66,8,28,21,6,10,21
S00124706,46,1,18,11,0,1,20
S00124707,45,3,18,12,1,4,16
S00124708,50,1,10,17,5,3,18
S00124709,84,12,38,25,12,9,34
S00124710,32,1,4,9,5,3,5
S00124711,77,5,26,25,10,11,30
S00124712,68,3,23,18,10,5,24
S00124713,70,2,19,24,3,5,18
S00124714,47,0,6,17,6,4,8
S00124715,52,0,17,16,6,3,13
S00124716,61,0,19,10,2,3,23
S00124717,50,0,13,11,2,0,11
S00124718,70,1,20,28,6,8,22
S00124719,45,2,2,30,14,6,6
S00124720,60,2,17,21,8,5,18
S00124721,73,2,40,12,3,3,34
S00124722,60,3,18,15,4,6,24
S00124723,58,7,19,26,9,10,20
S00124724,42,4,11,12,5,4,10
S00124725,36,0,12,9,4,2,16
S00124726,76,3,7,42,16,9,15
S00124727,46,3,20,14,6,5,15
S00124728,45,2,15,14,7,5,20
S00124729,73,7,20,27,9,9,20
S00124730,69,2,24,14,6,1,27
S00124731,76,6,21,30,11,16,26
S00124732,65,4,23,21,5,7,23
S00124733,59,1,40,7,3,2,36
S00124734,70,4,25,24,8,5,26
S00124735,78,2,37,10,5,0,38
S00124736,55,6,22,23,11,6,22
S00124737,37,1,11,10,3,2,14
S00124738,50,1,25,5,1,3,24
S00124739,49,2,19,15,3,3,20
S00124740,53,3,16,19,8,6,17
S00124741,82,5,33,17,9,5,29
S00124742,53,5,23,19,8,7,21
S00124743,67,3,22,21,8,5,22
S00124744,73,1,17,19,7,3,18
S00124745,58,5,21,15,6,4,17
S00124746,62,1,9,21,10,2,9
S00124747,51,2,16,16,5,5,16
S00124748,43,0,16,13,8,1,13
S00124749,72,2,14,22,11,3,15
S00124750,60,4,18,14,7,4,19
S00124751,48,2,7,19,10,5,7
S00124752,49,0,21,11,4,1,16
S00124753,44,0,21,7,2,2,22
S00124754,34,2,14,8,2,0,9
S00124755,43,2,12,13,4,2,13
S00124756,77,4,31,14,8,1,20
S00124757,62,2,27,8,5,0,22
S00124758,74,5,29,18,11,3,27
S00124759,61,1,27,12,6,3,22
S00124760,49,2,9,9,2,2,16
S00124761,49,2,17,9,8,3,18
S00124762,53,0,39,5,3,2,35
S00124763,50,2,24,7,0,2,18
S00124764,43,0,26,1,0,0,22
S00124765,38,4,16,8,4,3,14
S00124766,42,3,10,14,8,5,9
S00124767,49,6,25,12,3,4,22
S00124768,57,4,25,12,5,1,28
S00124769,40,0,13,5,3,1,19
S00124770,63,4,18,22,11,7,15
S00124771,42,0,16,10,3,0,16
S00124772,43,0,21,2,1,0,23
S00124773,46,1,8,17,7,6,14
S00124774,44,2,23,6,3,0,21
S00124775,45,1,20,6,3,1,22
S00124776,38,0,12,11,7,4,12
S00124777,35,0,18,3,1,0,11
S00124778,45,3,22,6,5,1,16
S00124779,35,0,12,5,4,1,17
S00124780,75,2,20,19,8,2,25
S00124781,44,1,26,5,1,1,22
S00124782,80,5,35,11,7,1,30
S00124783,29,7,14,11,8,0,10
S00124784,53,4,20,18,8,6,13
S00124785,81,16,30,26,13,4,22
S00124786,62,6,15,14,8,2,18
S00124787,58,4,17,15,8,2,26
S00124788,43,3,15,19,6,10,6
S00124789,30,0,12,4,1,2,13
S00124790,51,1,23,9,3,2,15
S00124791,69,3,32,14,6,6,24
S00124792,57,3,23,12,5,3,24
S00124793,47,3,12,18,7,8,17
S00124794,53,3,22,14,6,4,18
S00124795,53,6,12,19,4,5,15
S00124796,43,4,16,17,6,5,12
S00124797,68,5,13,28,8,8,17
S00124798,65,0,22,17,5,4,22
S00124799,27,2,10,6,1,1,9
S00124800,41,1,13,13,7,4,12
S00124801,44,1,12,7,2,0,7
S00124802,49,5,18,10,5,1,10
S00124803,57,2,5,28,9,6,7
S00124804,50,0,17,9,4,2,8
S00124805,67,6,11,11,5,0,5
S00124806,49,4,17,15,5,7,20
S00124807,31,8,9,17,3,5,4
S00124808,69,19,18,37,17,14,19
S00124809,74,15,14,32,15,12,19
S00124810,69,11,18,33,16,8,12
S00124811,57,9,18,20,8,5,20
S00124812,42,1,13,16,4,3,11
S00124813,41,2,12,17,4,4,12
S00124814,46,9,12,18,9,6,8
S00124815,38,4,13,14,3,6,15
S00124816,39,2,16,7,3,4,19
S00124817,73,9,26,29,16,6,22
S00124818,30,5,11,10,7,2,10
S00124819,51,10,10,22,9,6,7
S00124820,65,12,25,21,16,1,17
S00124821,53,5,14,16,6,6,18
S00124822,39,12,3,25,11,6,2
S00124823,61,12,12,24,10,5,13
S00124824,45,4,11,17,8,4,8
S00124825,38,7,13,13,6,3,10
S00124826,68,2,9,20,6,3,16
S00124827,59,3,12,18,9,5,14
S00124828,42,2,17,6,3,3,17
S00124829,60,2,13,20,8,1,12
S00124830,70,2,10,21,9,3,9
S00124831,61,6,13,18,9,4,18
S00124832,42,1,13,11,6,4,15
S00124833,44,2,20,10,4,3,17
S00124834,46,2,20,14,5,8,16
S00124835,38,4,13,12,7,4,14
S00124836,37,1,10,14,4,3,10
S00124837,77,1,38,10,5,3,32
S00124838,75,3,28,24,10,6,23
S00124839,33,2,14,8,6,1,14
S00124840,45,0,22,11,4,3,20
S00124841,54,5,15,23,8,2,13
S00124842,37,1,11,10,2,2,12
S00124843,65,1,22,16,4,2,23
S00124844,46,0,31,5,1,0,22
S00124845,43,1,18,11,2,1,12
S00124846,43,2,16,17,8,3,9
S00124847,48,1,7,8,3,0,12
S00124848,66,3,22,16,8,3,21
S00124849,54,1,20,21,6,4,14
S00124850,68,1,21,20,7,5,21
S00124851,41,5,16,9,5,1,17
S00124852,38,1,13,8,2,2,18
S00124853,76,3,21,17,10,1,26
S00124854,66,8,13,24,11,1,15
S00124855,39,5,8,20,9,5,8
S00124856,65,4,24,18,7,2,19
S00124857,75,3,16,20,12,2,18
S00124858,79,5,26,19,8,7,27
S00124859,45,0,15,9,3,1,19
S00124860,54,0,20,6,2,2,18
S00124861,52,1,26,6,0,2,21
S00124862,36,0,11,7,3,1,13
S00124863,47,0,12,5,1,1,13
S00124864,55,2,10,16,8,6,14
S00124865,37,3,5,15,6,6,8
S00124866,75,6,21,26,10,9,23
S00124867,46,3,12,14,9,3,6
S00124868,74,3,18,24,8,9,21
S00124869,77,3,19,24,14,4,24
S00124870,83,7,31,14,2,4,21
S00124871,49,2,12,18,9,2,17
S00124872,58,6,13,20,9,5,18
S00124873,47,4,16,21,8,5,16
S00124874,49,4,16,15,7,2,11
S00124875,46,2,16,7,3,1,14
S00124876,59,3,11,19,8,3,21
S00124877,76,4,34,27,9,9,34
S00124878,48,1,15,15,8,2,11
S00124879,55,3,41,5,2,1,37
S00124880,75,5,11,29,12,5,15
S00124881,57,2,21,20,4,6,24
S00124882,75,2,20,22,9,4,23
S00124883,71,2,19,24,5,9,26
S00124884,72,2,17,35,16,7,20
S00124885,51,1,21,11,2,7,27
S00124886,64,4,12,18,15,3,17
S00124887,76,5,19,17,8,8,19
S00124888,61,1,24,13,6,2,22
S00124889,82,4,18,39,11,11,25
S00124890,56,3,10,25,7,8,17
S00124891,65,1,5,31,16,7,7
S00124892,64,4,14,21,9,6,18
S00124893,44,9,9,23,13,5,8
S00124894,43,6,11,26,9,11,8
S00124895,66,7,18,19,12,6,19
S00124896,61,4,18,23,12,5,18
S00124897,40,1,3,16,5,1,4
S00124898,56,0,7,21,9,4,8
S00124899,65,2,13,21,6,3,14
S00124900,54,2,9,25,7,8,9
